timestamp,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,risk_classification,delivery_time_deviation
2026-04-20 22:54:58.245448,25.30529661494299,55.30452861563258,4.431455035962487,0.4421561131659143,1.5009975352389544,52,1.5304941142087518,0.9422305249952083,0,1.7302335763256487,3.258018294766371,670.717323711051,0.8660584300424796,6,200,21.432023099599405,0.8573066705746507,3,19.685025597831544,0.6164038481745157,0.49934283060224655,0.324721292063071,0.20171150043139108,0,0.617402485604545
2026-04-20 22:44:58.245467,25.29587334395047,55.317232332492075,2.9595987608455876,1.5569931018240526,9.87190845242332,51,1.4052541274140624,0.7011151592792855,0,1.615242142937241,5.282732395159272,606.3091778743064,0.8300048819726387,8,986,18.411593549427657,0.8342359264331387,2,9.044939430832418,0.6985514569644358,0.3723471397657631,0.6797689925040475,0.6991045661513229,1,1.608453934730173
2026-04-20 22:34:58.245474,25.24513739457833,55.14887350052619,2.048653585629626,1.2989371091778776,8.200166333035755,87,2.109694802796162,0.7467025859283933,0,1.527413654434096,7.363769596465655,600.9061860850027,0.7787979753033564,4,602,22.827219383208764,0.9213987662014681,2,19.56069997497301,0.6053620931376735,0.5295377076201385,0.674777170461857,0.6280633438365493,1,1.445250564742234
2026-04-20 22:24:58.245478,25.173053661618198,55.27743183388128,1.6770729220861522,1.3417451433904268,8.819281644683045,86,2.5943469296963153,0.7615000381081718,1,1.1619972563176595,8.092159751212982,592.8411786216105,0.8777039747999673,13,819,20.64872969541494,0.9461921155761712,3,22.680595336101852,0.5532179167065034,0.7046059712816051,0.7932670678749548,0.7407329983339532,2,1.548948598667555
2026-04-20 22:14:58.245480,25.223732434647733,55.362320094152366,2.538955684563496,0.953204445605975,7.248648503286515,36,0.7797638940755656,0.8358042981333188,0,3.3915246619866726,9.787821947985323,618.0200694635317,0.8871168618570453,5,188,22.63492952981479,0.8570817378415531,1,13.2766603740968,0.7832742640454292,0.35316932505533283,0.5390170876919922,0.49877575630049126,1,1.1938758426331035
2026-04-20 22:04:58.245483,25.101090482698535,55.36078152624364,5.208195038531594,0.5201851739149174,2.6744502952782954,71,1.9733829936514533,0.6805714994024219,1,1.8764750424343823,2.1611129108577685,692.1983134813279,0.923135887035905,5,607,16.63074149032746,0.9029436865055686,1,2.6571063844035745,0.6848615878378579,0.3531726086101639,0.31030881906899677,0.2151296735119263,0,0.359962291492504
2026-04-20 21:54:58.245486,25.037345235255145,55.18923520650791,4.144611063523541,0.1889117342070536,1.2792559817622904,98,1.3360277373581506,0.8249560598141321,0,1.2745080535275828,6.830517103276206,708.3078702577301,0.7196698825381228,7,298,20.670394003219876,0.9255002596959048,1,11.615675957969618,0.5921197433376815,0.7158425631014783,0.4218840806388537,0.17277531000048024,0,0.3777642664574526
2026-04-20 21:44:58.245488,25.220046899987313,55.161593216753126,1.650510536758231,1.2258918734088144,8.781909469624122,58,1.3785567654735789,0.5118279212590802,0,3.7978743595181,3.2080070232497713,594.1039180951724,0.9527116599565657,4,565,16.990220403941784,0.9598491346795146,1,13.282821885902294,0.5841729234673647,0.5534869458305818,0.7158389463964969,0.7089967136923104,2,1.5592944578824943
2026-04-20 21:34:58.245490,25.14053643945707,55.3684939922193,3.9791794324389254,0.8385672437202913,4.5669758836251075,95,1.9576702369238606,0.5553063173559696,0,1.5811228255401963,6.515245487700729,675.3568406125758,0.7886817133427187,11,799,19.586538608816447,0.9150291464706524,2,7.6703118863948365,0.704566077968651,0.3061051228130096,0.3814013555877602,0.35610772653286804,0,0.9141767379552965
2026-04-20 21:24:58.245493,25.131309863691058,55.403579958979776,3.926921016599847,0.7136520085097731,3.3747838843592795,26,2.861228935319639,0.955027702989491,0,3.4128414770089632,2.328900080748269,683.9481927314964,0.8317271513014584,8,547,19.371166148895806,0.8816220445487384,2,9.22489770799638,0.6866737265585642,0.5085120087171929,0.4229951985765604,0.3439113612913183,0,0.33996311863523315
2026-04-20 21:14:58.245495,25.183747076964213,55.37344647519791,2.9717020893435726,0.6955607681534842,6.055056629550499,21,2.0340948697483716,0.700914816414218,1,3.2187606295977282,2.208544324099824,624.689102377108,0.9770012934890586,11,189,20.055775518416677,0.8590325212393047,2,7.895333922203539,0.792438588181627,0.30731646143750757,0.45641106219627875,0.5280406235738482,1,0.9108146857978976
2026-04-20 21:04:58.245497,25.287868956252122,55.500899268828064,4.665753931193764,0.803783746070569,4.788086702281474,87,1.7579243240194145,0.5250793571383225,0,4.006085840943935,9.104301804306814,664.9371233949745,0.7811731293002211,2,702,23.432226165747643,0.8372178622817305,1,12.769224139044189,0.7891434721951585,0.3068540492859486,0.39283135975704797,0.38440611972723415,0,0.4409439644987372
2026-04-20 20:54:58.245499,25.31684929879904,55.43581584761492,5.0878501030463905,1.0413646038293012,6.864993961188013,56,2.1635662307803436,0.5550728907944187,0,4.140795388646537,1.6419833199902978,631.0764281219715,0.9112363538106486,11,710,21.383378856531017,0.9235854565431368,3,5.097573478323156,0.6100139024324895,0.44839245431320685,0.567445925216004,0.4951075761751811,1,0.9571772069703152
2026-04-20 20:44:58.245501,25.106724797699293,55.22589581638301,3.295744718980127,0.8501898898662154,5.354139097490623,43,1.0434003232450302,0.6247098885843682,1,2.724935035275991,2.5393330490333414,640.3719919678754,0.7232488257774098,9,252,21.6979120354945,0.997854599395916,1,6.889362037415665,0.8267024510963974,0.1,0.31770695487453116,0.29237286793388273,0,0.7916427449559432
2026-04-20 20:34:58.245503,25.396340399695546,55.433914848484186,3.0744806681819337,1.248570589930912,7.275098263962436,66,1.993878848822494,0.5185372833575128,1,3.1311357340362385,9.392545331678155,628.2752563700905,0.8454982227425896,9,664,18.090841838823827,0.9647996666588662,2,14.185162060732903,0.8911494296001661,0.1,0.4137549131981218,0.5373727689511455,1,0.9184176092028671
